address
"ABI, 01000, KANGAR, PERLIS"
"GONG CHENGAL, 16800, PASIR PUTEH, KELANTAN"
"GONG GARU, 16800, PASIR PUTEH, KELANTAN"
"GONG KULIM, 16800, PASIR PUTEH, KELANTAN"
"GONG NANGKA, 16800, PASIR PUTEH, KELANTAN"
"GONG PACHAT, 16800, PASIR PUTEH, KELANTAN"
"JERAM, 16800, PASIR PUTEH, KELANTAN"
"JERUS, 16800, PASIR PUTEH, KELANTAN"
"KANDIS, 16800, PASIR PUTEH, KELANTAN"
"KAMPONG WAKAF, 16800, PASIR PUTEH, KELANTAN"
"KOLAM TEMBUSU, 16800, PASIR PUTEH, KELANTAN"
"MERBOL, 16800, PASIR PUTEH, KELANTAN"
"MERKANG, 16800, PASIR PUTEH, KELANTAN"
"PADANG PAK AMAT, 16800, PASIR PUTEH, KELANTAN"
"PASIR PUTEH, 16800, KELANTAN"
"PANGKALAN, 16800, PASIR PUTEH, KELANTAN"
"PERMATANG SUNGKAI, 16800, PASIR PUTEH, KELANTAN"
"SELIGI, 16800, PASIR PUTEH, KELANTAN"
"SELINSING, 16800, PASIR PUTEH, KELANTAN"
"SEMERAK, 16800, PASIR PUTEH, KELANTAN"
"TASIK, 16800, PASIR PUTEH, KELANTAN"
"TELIPOK, 16800, PASIR PUTEH, KELANTAN"
"BANDAR PASIR PUTEH, 16800, PASIR PUTEH, KELANTAN"
"PEKAN SELINSING, 16800, PASIR PUTEH, KELANTAN"
"BATANG MERBAU, 17500, TANAH MERAH, KELANTAN"
"BENDANG NYIOR, 17500, TANAH MERAH, KELANTAN"
"BUKIT DURIAN, 17500, TANAH MERAH, KELANTAN"
"ULU KUSIAL, 17500, TANAH MERAH, KELANTAN"
"JEDOK, 17500, TANAH MERAH, KELANTAN"
"KUALA PAKU, 17500, TANAH MERAH, KELANTAN"
"LAWANG, 17500, TANAH MERAH, KELANTAN"
"MAKA, 17500, TANAH MERAH, KELANTAN"
"NIBONG, 17500, TANAH MERAH, KELANTAN"
"PASIR GANDA, 17500, TANAH MERAH, KELANTAN"
"RAMBAI, 17500, TANAH MERAH, KELANTAN"
"SOKOR, 17500, TANAH MERAH, KELANTAN"
"TANAH MERAH, 17500, KELANTAN"
"TEBING TINGGI, 17500, TANAH MERAH, KELANTAN"
"BANDAR TANAH MERAH, 17500, TANAH MERAH, KELANTAN"
"BECHAH RESAK, 16210, TUMPAT, KELANTAN"
"BUNOHAN, 16210, TUMPAT, KELANTAN"
"BUNUT SARANG BURONG, 16210, TUMPAT, KELANTAN"
"CHENDERONG BATU, 16210, TUMPAT, KELANTAN"
"CHERANG MELINTANG, 16210, TUMPAT, KELANTAN"
"GETING, 16210, TUMPAT, KELANTAN"
"JAL, 16210, TUMPAT, KELANTAN"
"KAMPONG LAUT, 16210, TUMPAT, KELANTAN"
"KELABORAN, 16210, TUMPAT, KELANTAN"
"KETIL, 16210, TUMPAT, KELANTAN"
"KOK KELI, 16210, TUMPAT, KELANTAN"
"KUTANG, 16210, TUMPAT, KELANTAN"
"MAK NERALANG, 16210, TUMPAT, KELANTAN"
"MORAK, 16210, TUMPAT, KELANTAN"
"PASIR PEKAN, 16210, TUMPAT, KELANTAN"
"PALEKBANG, 16210, TUMPAT, KELANTAN"
"PERIOK, 16210, TUMPAT, KELANTAN"
"PULAU BESAR, 16210, TUMPAT, KELANTAN"
"SELEHONG SELATAN, 16210, TUMPAT, KELANTAN"
"SELEHONG UTARA, 16210, TUMPAT, KELANTAN"
"SIMPANGAN, 16210, TUMPAT, KELANTAN"
"SUNGAI PINANG, 16210, TUMPAT, KELANTAN"
"TABAR, 16210, TUMPAT, KELANTAN"
"TALAK, 16210, TUMPAT, KELANTAN"
"TELOK REJUNA, 16210, TUMPAT, KELANTAN"
"TUJOH, 16210, TUMPAT, KELANTAN"
"TUMPAT, 16210, KELANTAN"
"WAKAF BHARU, 16250, TUMPAT, KELANTAN"
"WAKAF BHARU, 16210, TUMPAT, KELANTAN"
"WAKAF DELIMA, 16210, TUMPAT, KELANTAN"
"BANDAR TUMPAT, 16210, TUMPAT, KELANTAN"
"BATU PAPAN, 18300, GUA MUSANG, KELANTAN"
"GUA MUSANG, 18300, KELANTAN"
"ULU NENGGIRI, 18300, GUA MUSANG, KELANTAN"
"KETIL, 18300, GUA MUSANG, KELANTAN"
"KUALA SUNGAI, 18300, GUA MUSANG, KELANTAN"
"LIMAU KASTURI, 18300, GUA MUSANG, KELANTAN"
"PULAI, 18300, GUA MUSANG, KELANTAN"
"RELAI, 18300, GUA MUSANG, KELANTAN"
"RENOK, 18300, GUA MUSANG, KELANTAN"
"BANDAR GUA MUSANG, 18300, GUA MUSANG, KELANTAN"
"BATU MENGKEBANG, 18000, KUALA KRAI, KELANTAN"
"ENGGONG, 18000, KUALA KRAI, KELANTAN"
"GAJAH, 18000, KUALA KRAI, KELANTAN"
"KANDEK, 18000, KUALA KRAI, KELANTAN"
"KENOR, 18000, KUALA KRAI, KELANTAN"
"KUALA GERIS, 18200, KUALA KRAI, KELANTAN"
"KUALA KRAI, 18000, KELANTAN"
"KUALA NAL, 18000, KUALA KRAI, KELANTAN"
"KUALA PAHI, 18000, KUALA KRAI, KELANTAN"
"KUALA PERGAU, 18200, KUALA KRAI, KELANTAN"
"KUALA STONG, 18200, KUALA KRAI, KELANTAN"
"MAMBONG, 18000, KUALA KRAI, KELANTAN"
"MANEK URAI, 18000, KUALA KRAI, KELANTAN"
"MANJOR, 18000, KUALA KRAI, KELANTAN"
"TELEKONG, 18000, KUALA KRAI, KELANTAN"
"BANDAR KUALA KRAI, 18000, KUALA KRAI, KELANTAN"
"BELIMBING, 17600, JELI, KELANTAN"
"BUNGA TANJONG, 17600, JELI, KELANTAN"
"JELI, 17600, KELANTAN"
"JELI TEPI SUNGAI, 17600, JELI, KELANTAN"
"KALAI, 17600, JELI, KELANTAN"
"KUALA BALAH, 17600, JELI, KELANTAN"
"LUBOK BONGOR, 17600, JELI, KELANTAN"
"BALAR, 18300, KECIL LOJING, KELANTAN"
"KUALA BETIS, 18300, KECIL LOJING, KELANTAN"
"BLAU, 18300, KECIL LOJING, KELANTAN"
"HAU, 18300, KECIL LOJING, KELANTAN"
"HENDROP, 18300, KECIL LOJING, KELANTAN"
"SIGAR, 18300, KECIL LOJING, KELANTAN"
"TUEL, 18300, KECIL LOJING, KELANTAN"
"BUKIT KENAK, 22000, BESUT, TERENGGANU"
"BUKIT KENAK, 22000, BESUT, TERENGGANU"
"BUKIT PUTERI, 22000, BESUT, TERENGGANU"
"BUKIT PUTERI, 22000, BESUT, TERENGGANU"
"HULU BESUT, 22200, BESUT, TERENGGANU"
"JABI, 22020, BESUT, TERENGGANU"
"JABI, 22020, BESUT, TERENGGANU"
"KAMPONG RAJA, 22200, BESUT, TERENGGANU"
"KELUANG, 22200, BESUT, TERENGGANU"
"KERANDANG, 22300, BESUT, TERENGGANU"
"KERANDANG, 22300, BESUT, TERENGGANU"
"KUALA BESUT, 22300, BESUT, TERENGGANU"
"KUBANG BEMBAN, 22000, BESUT, TERENGGANU"
"LUBUK KAWAH, 22000, BESUT, TERENGGANU"
"PASIR AKAR, 22000, BESUT, TERENGGANU"
"PASIR AKAR, 22000, BESUT, TERENGGANU"
"PELAGAT, 22000, BESUT, TERENGGANU"
"PENGKALAN NANGKA, 22300, BESUT, TERENGGANU"
"PULAU PERHENTIAN, 22300, BESUT, TERENGGANU"
"PULAU PERHENTIAN, 22300, BESUT, TERENGGANU"
"TEMBILA, 22200, BESUT, TERENGGANU"
"TENANG, 22020, BESUT, TERENGGANU"
"PEKAN JERTIH, 22000, BESUT, TERENGGANU"
"PEKAN KAMPUNG RAJA, 22200, BESUT, TERENGGANU"
"PEKAN KUALA BESUT, 22300, BESUT, TERENGGANU"
"KUALA ABANG, 23050, DUNGUN, TERENGGANU"
"BESUL, 23000, DUNGUN, TERENGGANU"
"HULU PAKA, 23100, DUNGUN, TERENGGANU"
"HULU PAKA, 23100, DUNGUN, TERENGGANU"
"JENGAI, 23000, DUNGUN, TERENGGANU"
"JERANGAU, 23200, DUNGUN, TERENGGANU"
"KUALA DUNGUN, 23000, DUNGUN, TERENGGANU"
"KUALA PAKA, 23100, DUNGUN, TERENGGANU"
"KUALA PAKA, 23100, DUNGUN, TERENGGANU"
"KUMPAL, 23000, DUNGUN, TERENGGANU"
"PASIR RAJA, 23000, DUNGUN, TERENGGANU"
"RASAU, 23200, DUNGUN, TERENGGANU"
"SURA, 23000, DUNGUN, TERENGGANU"
"BANDAR DUNGUN, 23000, DUNGUN, TERENGGANU"
"PEKAN KUALA PAKA, 23100, DUNGUN, TERENGGANU"
"PEKAN KUALA PAKA, 23100, DUNGUN, TERENGGANU"
"BANDI, 24200, KEMAMAN, TERENGGANU"
"BANGGUL, 24000, KEMAMAN, TERENGGANU"
"BINJAI, 24000, KEMAMAN, TERENGGANU"
"CUKAI, 24000, KEMAMAN, TERENGGANU"
"HULU CUKAI, 24000, KEMAMAN, TERENGGANU"
"HULU JABUR, 24060, KEMAMAN, TERENGGANU"
"KEMASIK, 24200, KEMAMAN, TERENGGANU"
"KERTEH, 24300, KEMAMAN, TERENGGANU"
"KIJAL, 24100, KEMAMAN, TERENGGANU"
"PASIR SEMUT, 24000, KEMAMAN, TERENGGANU"
"TEBAK, 24000, KEMAMAN, TERENGGANU"
"TELUK KALUNG, 24000, KEMAMAN, TERENGGANU"
"BANDAR CUKAI, 24000, KEMAMAN, TERENGGANU"
"PEKAN AIR JERNIH, 24200, KEMAMAN, TERENGGANU"
"PEKAN AIR PUTIH, 24050, KEMAMAN, TERENGGANU"
"PEKAN KEMASIK, 24200, KEMAMAN, TERENGGANU"
"PEKAN KIJAL, 24100, KEMAMAN, TERENGGANU"
"ATAS TOL, 21070, KUALA TERENGGANU, TERENGGANU"
"BATU BURUK, 20400, KUALA TERENGGANU, TERENGGANU"
"BATU RAKIT, 21020, KUALA TERENGGANU, TERENGGANU"
"BELARA, 21200, KUALA TERENGGANU, TERENGGANU"
"BUKIT BESAR, 21100, KUALA TERENGGANU, TERENGGANU"
"CABANG TIGA, 21000, KUALA TERENGGANU, TERENGGANU"
"CENERIANG, 21080, KUALA TERENGGANU, TERENGGANU"
"GELUGUR KEDAI, 20050, KUALA TERENGGANU, TERENGGANU"
"GELUGUR RAJA, 20050, KUALA TERENGGANU, TERENGGANU"
"KEPUNG, 20050, KUALA TERENGGANU, TERENGGANU"
"KUALA IBAI, 20400, KUALA TERENGGANU, TERENGGANU"
"KUALA NERUS, 21300, KUALA TERENGGANU, TERENGGANU"
"KUBANG PARIT, 20050, KUALA TERENGGANU, TERENGGANU"
"LOSONG, 21000, KUALA TERENGGANU, TERENGGANU"
"MANIR, 21200, KUALA TERENGGANU, TERENGGANU"
"PALUH, 20050, KUALA TERENGGANU, TERENGGANU"
"PENGADANG BULUH, 21070, KUALA TERENGGANU, TERENGGANU"
"PULAU-PULAU, 20100, KUALA TERENGGANU, TERENGGANU"
"PULAU REDANG, 21090, KUALA TERENGGANU, TERENGGANU"
"RENGAS, 20050, KUALA TERENGGANU, TERENGGANU"
"SERADA, 20050, KUALA TERENGGANU, TERENGGANU"
"TOK JAMAL, 20050, KUALA TERENGGANU, TERENGGANU"
"BANDAR KUALA TERENGGANU, 20000, KUALA TERENGGANU, TERENGGANU"
"PEKAN CABANG TIGA, 21000, KUALA TERENGGANU, TERENGGANU"
"HULU BERANG, 21800, HULU TERENGGANU, TERENGGANU"
"HULU TELEMUNG, 21700, HULU TERENGGANU, TERENGGANU"
"HULU TERENGGANU, 21700, TERENGGANU"
"JENAGUR, 21700, HULU TERENGGANU, TERENGGANU"
"KUALA BERANG, 21700, HULU TERENGGANU, TERENGGANU"
"KUALA TELEMUNG, 21210, HULU TERENGGANU, TERENGGANU"
"PENGHULU DIMAN, 21010, HULU TERENGGANU, TERENGGANU"
"TANGGUL, 21040, HULU TERENGGANU, TERENGGANU"
"TERSAT, 21800, HULU TERENGGANU, TERENGGANU"
"PEKAN KUALA BERANG, 21700, HULU TERENGGANU, TERENGGANU"
"JERUNG, 21600, MARANG, TERENGGANU"
"MERCANG, 21610, MARANG, TERENGGANU"
"PULAU KERENGGA, 21600, MARANG, TERENGGANU"
"RUSILA, 21080, MARANG, TERENGGANU"
"ALUR LIMBAT, 21400, MARANG, TERENGGANU"
"BUKIT PAYUNG, 21400, MARANG, TERENGGANU"
"PEKAN MARANG, 21600, MARANG, TERENGGANU"
"PEKAN BUKIT PAYUNG, 21400, MARANG, TERENGGANU"
"CALUK, 21450, SETIU, TERENGGANU"
"GUNTUNG, 22100, SETIU, TERENGGANU"
"HULU NERUS, 22100, SETIU, TERENGGANU"
"MERANG, 21010, SETIU, TERENGGANU"
"TASIK, 22120, SETIU, TERENGGANU"
"MUKIM 1, 13700, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 2, 13500, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 3, 13500, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 4, 13500, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 5, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 6, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 7, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 8, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 9, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 10, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 11, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 12, 14100, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 13, 14100, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 14, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 15, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 16, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 17, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 18, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 19, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 20, 14400, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 21, 14100, SEBERANG PERAI TENGAH, PULAU PINANG"
"BANDAR BUKIT MERTAJAM, 14000, SEBERANG PERAI TENGAH, PULAU PINANG"
"BANDAR PRAI, 13600, SEBERANG PERAI TENGAH, PULAU PINANG"
"MUKIM 1, 13110, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 2, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 3, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 4, 13100, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 5, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 6, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 7, 13050, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 8, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 9, 13000, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 10, 13800, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 11, 13800, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 12, 13300, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 13, 14000, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 14, 12300, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 15, 12100, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 16, 13800, SEBERANG PERAI UTARA, PULAU PINANG"
"BANDAR BUTTERWORTH, 12000, SEBERANG PERAI UTARA, PULAU PINANG"
"BANDAR KEPALA BATAS, 13200, SEBERANG PERAI UTARA, PULAU PINANG"
"MUKIM 1, 14120, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 2, 14000, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 3, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 4, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 5, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 6, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 7, 14300, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 8, 14300, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 9, 14300, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 10, 14320, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 11, 14300, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 12, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 13, 14110, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 14, 14100, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 15, 14120, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 16, 14120, SEBERANG PERAI SELATAN, PULAU PINANG"
"BANDAR NIBONG TEBAL, 14300, SEBERANG PERAI SELATAN, PULAU PINANG"
"BANDAR SUNGAI BAKAP, 14200, SEBERANG PERAI SELATAN, PULAU PINANG"
"MUKIM 13, 11500, TIMOR LAUT, PULAU PINANG"
"MUKIM 14, 11060, TIMOR LAUT, PULAU PINANG"
"MUKIM 16, 11500, TIMOR LAUT, PULAU PINANG"
"MUKIM 17, 11100, TIMOR LAUT, PULAU PINANG"
"MUKIM 18, 11200, TIMOR LAUT, PULAU PINANG"
"BANDAR AYER ITAM, 10460, TIMOR LAUT, PULAU PINANG"
"BANDAR BATU FERRINGGI, 11000, TIMOR LAUT, PULAU PINANG"
"BANDAR BUKIT BENDERA, 11300, TIMOR LAUT, PULAU PINANG"
"BANDAR GLUGOR, 10150, TIMOR LAUT, PULAU PINANG"
"BANDAR GEORGE TOWN, 10450, TIMOR LAUT, PULAU PINANG"
"BANDAR JELUTONG, 11600, TIMOR LAUT, PULAU PINANG"
"BANDAR TANJONG BUNGAH, 11200, TIMOR LAUT, PULAU PINANG"
"BANDAR TANJONG TOKONG, 10470, TIMOR LAUT, PULAU PINANG"
"BANDAR TANJONG PINANG, 10470, TIMOR LAUT, PULAU PINANG"
"MUKIM 1, 11010, BARAT DAYA, PULAU PINANG"
"MUKIM 2, 11050, BARAT DAYA, PULAU PINANG"
"MUKIM 3, 11010, BARAT DAYA, PULAU PINANG"
"MUKIM 4, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 5, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 6, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 7, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 8, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 9, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM 10, 11900, BARAT DAYA, PULAU PINANG"
"MUKIM 11, 11920, BARAT DAYA, PULAU PINANG"
"MUKIM 12, 11900, BARAT DAYA, PULAU PINANG"
"MUKIM A, 11010, BARAT DAYA, PULAU PINANG"
"MUKIM B, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM C, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM D, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM E, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM F, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM G, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM H, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM I, 11000, BARAT DAYA, PULAU PINANG"
"MUKIM J, 11000, BARAT DAYA, PULAU PINANG"
"BANDAR BALIK PULAU, 11000, BARAT DAYA, PULAU PINANG"
"BANDAR BAYAN LEPAS, 11900, BARAT DAYA, PULAU PINANG"
"BATANG PADANG, 35000, PERAK"
"BIDOR, 35000, BATANG PADANG, PERAK"
"CHENDERIANG, 35300, BATANG PADANG, PERAK"
"HULU BERNAM BARAT, 35900, BATANG PADANG, PERAK"
"HULU BERNAM TIMOR, 35900, BATANG PADANG, PERAK"
"SLIM, 35800, BATANG PADANG, PERAK"
"SUNGKAI, 35600, BATANG PADANG, PERAK"
"BANDAR BIDOR, 35000, BATANG PADANG, PERAK"
"BANDAR CHENDERIAN, 35350, BATANG PADANG, PERAK"
"BANDAR SUNGKAI, 35600, BATANG PADANG, PERAK"
"BANDAR TANJONG MALIM, 35900, BATANG PADANG, PERAK"
"BANDAR TAPAH, 35000, BATANG PADANG, PERAK"
"BANDAR TEMOH, 35350, BATANG PADANG, PERAK"
"PEKAN AYER KUNING, 31900, BATANG PADANG, PERAK"
"PEKAN AYER KUNING, 31900, BATANG PADANG, PERAK"
"PEKAN BANIR, 35400, BATANG PADANG, PERAK"
"PEKAN BANTANG, 35800, BATANG PADANG, PERAK"
"PEKAN BIKAM, 35600, BATANG PADANG, PERAK"
"PEKAN SLIM, 35800, BATANG PADANG, PERAK"
"PEKAN SUNGAI LESONG, 31900, BATANG PADANG, PERAK"
"PEKAN TAPAH ROAD, 35400, BATANG PADANG, PERAK"
"PEKAN TAPAH ROAD, 35400, BATANG PADANG, PERAK"
"PEKAN TEMOH STATION, 35350, BATANG PADANG, PERAK"
"PEKAN TEROLAK, 35700, BATANG PADANG, PERAK"
"BERUAS, 32700, MANJUNG, PERAK"
"LEKIR, 32000, MANJUNG, PERAK"
"LUMUT, 32200, MANJUNG, PERAK"
"PENGKALAN BAHARU, 34900, MANJUNG, PERAK"
"SITIAWAN, 32000, MANJUNG, PERAK"
"BANDAR LUMUT, 32200, MANJUNG, PERAK"
"PEKAN AYER TAWAR, 32400, MANJUNG, PERAK"
"PEKAN BERUAS, 32700, MANJUNG, PERAK"
"PEKAN CHANGKAT KERUING, 32500, MANJUNG, PERAK"
"PEKAN DAMAR LAUT, 32200, MANJUNG, PERAK"
"PEKAN KAMPONG BAHARU, 32200, MANJUNG, PERAK"
"PEKAN KAMPONG KOH, 32000, MANJUNG, PERAK"
"PEKAN KAMPONG SITIAWAN, 32000, MANJUNG, PERAK"
"PEKAN PANGKOR, 32300, MANJUNG, PERAK"
"PEKAN PANTAI REMIS, 34900, MANJUNG, PERAK"
"PEKAN PASIR BOGAK, 32300, MANJUNG, PERAK"
"PEKAN GURNEY, 32000, MANJUNG, PERAK"
"PEKAN PANGKALAN BAHARU, 34900, MANJUNG, PERAK"
"PEKAN SEGARI, 32200, MANJUNG, PERAK"
"PEKAN SITIAWAN, 32000, MANJUNG, PERAK"
"PEKAN SUNGAI PINANG KECHIL, 32300, MANJUNG, PERAK"
"BELANJA, 32800, KINTA, PERAK"
"HULU KINTA, 31150, KINTA, PERAK"
"SUNGAI RAIA, 31300, KINTA, PERAK"
"SUNGAI TERAP, 31000, KINTA, PERAK"
"TANJONG TUALANG, 31800, KINTA, PERAK"
"BANDAR BATU GAJAH, 31000, KINTA, PERAK"
"BANDAR CHEMOR, 31200, KINTA, PERAK"
"BANDAR IPOH (U), 30020, KINTA, PERAK"
"BANDAR IPOH (S), 31350, KINTA, PERAK"
"BANDAR JELAPANG, 30020, KINTA, PERAK"
"BANDAR LAHAT, 31500, KINTA, PERAK"
"BANDAR MENGELEMBU, 31450, KINTA, PERAK"
"BANDAR PAPAN, 31550, KINTA, PERAK"
"BANDAR PUSING, 31550, KINTA, PERAK"
"BANDAR SEPUTEH, 31560, KINTA, PERAK"
"BANDAR SUNGAI RAYA, 31300, KINTA, PERAK"
"BANDAR TAMBUN, 31400, KINTA, PERAK"
"BANDAR TANJONG RAMBUTAN, 31250, KINTA, PERAK"
"BANDAR TERONOH, 31750, KINTA, PERAK"
"PEKAN KANTHAN, 31200, KINTA, PERAK"
"PEKAN SIMPANG PULAI, 31300, KINTA, PERAK"
"PEKAN TANJONG TUALANG, 31800, KINTA, PERAK"
"BAGAN SERAI, 34300, KERIAN, PERAK"
"BAGAN TIANG, 34250, KERIAN, PERAK"
"BERIAH, 34300, KERIAN, PERAK"
"GUNONG SEMANGGOL, 34400, KERIAN, PERAK"
"KUALA KURAU, 34350, KERIAN, PERAK"
"PARIT BUNTAR, 34200, KERIAN, PERAK"
"PARIT BUNTAR, 34200, KERIAN, PERAK"
"SELINSING, 34400, KERIAN, PERAK"
"TANJONG PIANDANG, 34350, KERIAN, PERAK"
"BANDAR BAGAN SERAI, 34300, KERIAN, PERAK"
"BANDAR KUALA KURAU, 34350, KERIAN, PERAK"
"BANDAR PARIT BUNTAR, 34200, KERIAN, PERAK"
"BANDAR PARIT BUNTAR, 34200, KERIAN, PERAK"
"PEKAN BUKIT MERAH, 34400, KERIAN, PERAK"
"PEKAN JALAN BARU, 34300, KERIAN, PERAK"
"PEKAN JALAN BARU, 34300, KERIAN, PERAK"
"PEKAN JALAN BARU, 34300, KERIAN, PERAK"
"PEKAN SIMPANG LIMA, 34200, KERIAN, PERAK"
"PEKAN SUNGAI GEDONG, 34300, KERIAN, PERAK"
"PEKAN TANJONG PIANDANG, 34250, KERIAN, PERAK"
"CHENGAR GALAH, 33500, KUALA KANGSAR, PERAK"
"KAMPONG BUAYA, 33700, KUALA KANGSAR, PERAK"
"KOTA LAMA KANAN, 33040, KUALA KANGSAR, PERAK"
"KOTA LAMA KANAN, 33040, KUALA KANGSAR, PERAK"
"KOTA LAMA KIRI, 33000, KUALA KANGSAR, PERAK"
"LUBOK MERBAU, 33000, KUALA KANGSAR, PERAK"
"LUBOK MERBAU, 33000, KUALA KANGSAR, PERAK"
"PULAU KAMIRI, 31100, KUALA KANGSAR, PERAK"
"SAIONG, 33040, KUALA KANGSAR, PERAK"
"SENGGANG, 33000, KUALA KANGSAR, PERAK"
"SUNGAI SIPUT, 33000, KUALA KANGSAR, PERAK"
"SUNGAI SIPUT, 33000, KUALA KANGSAR, PERAK"
"BANDAR KUALA KANGSAR, 33000, KUALA KANGSAR, PERAK"
"BANDAR SUNGAI SIPUT, 31100, KUALA KANGSAR, PERAK"
"BANDAR SUNGAI SIPUT, 31100, KUALA KANGSAR, PERAK"
"PEKAN GUNONG PONDOK, 33700, KUALA KANGSAR, PERAK"
"PEKAN JERLUN, 33000, KUALA KANGSAR, PERAK"
"PEKAN KARAI, 31050, KUALA KANGSAR, PERAK"
"PEKAN KATI, 33020, KUALA KANGSAR, PERAK"
"PEKAN KATI, 33020, KUALA KANGSAR, PERAK"
"PEKAN LUBOK MERBAU, 33010, KUALA KANGSAR, PERAK"
"PEKAN LUBOK MERBAU, 33010, KUALA KANGSAR, PERAK"
"PEKAN MANONG, 33800, KUALA KANGSAR, PERAK"
"PEKAN MANONG, 33800, KUALA KANGSAR, PERAK"
"PEKAN PADANG RENGAS, 33700, KUALA KANGSAR, PERAK"
"PEKAN PADANG RENGAS, 33700, KUALA KANGSAR, PERAK"
"PEKAN SALAK, 31050, KUALA KANGSAR, PERAK"
"ASAM KUMBANG, 34000, LARUT & MATANG, PERAK"
"BATU KURAU, 34500, LARUT & MATANG, PERAK"
"BATU KURAU, 34500, LARUT & MATANG, PERAK"
"BUKIT GANTANG, 34030, LARUT & MATANG, PERAK"
"JEBONG, 34750, LARUT & MATANG, PERAK"
"KAMUNTING, 34600, LARUT & MATANG, PERAK"
"KAMUNTING, 34600, LARUT & MATANG, PERAK"
"PENGKALAN AOR, 34000, LARUT & MATANG, PERAK"
"SIMPANG, 34000, LARUT & MATANG, PERAK"
"SIMPANG, 34000, LARUT & MATANG, PERAK"
"SUNGAI LIMAU, 34400, LARUT & MATANG, PERAK"
"SUNGAI TINGGI, 34800, LARUT & MATANG, PERAK"
"TERONG, 34800, LARUT & MATANG, PERAK"
