address
"JALAN KELAB, 35000, TAPAH, PERAK"
"KG. GUNUNG PANJANG, 31600, GOPENG, PERAK"
"JALAN DATUK SETIA, 31610, GOPENG, PERAK"
"JALAN MALIM NAWAR, 31700, MALIM NAWAR, PERAK"
"KAMPUNG CHANGKAT BARU, 31700, MALIM NAWAR, PERAK"
"KUALA DIPANG, 31850, JERAM, PERAK"
"JLN CHENDERIANG, 31920, KAMPAR, PERAK"
"192 JLN BUKIT, 31900, KAMPAR, PERAK"
"JALAN KG. BUKIT PEKAN, 31910, KAMPAR, PERAK"
"WAKIL POS TRONOH MINES, 31910, KAMPAR, PERAK"
"JALAN DUSUN SERIBU, 31600, GOPENG, PERAK"
"JALAN ULU GERUNTUM, 31600, GOPENG, PERAK"
"SAHOM, 31920, KAMPAR, PERAK"
"TAMAN BANDAR BARU, 31900, KAMPAR, PERAK"
"KG. CHANGKAT TUALANG, KOTA BAHRU, 31610, GOPENG, PERAK"
"JALAN STESEN, 35800, SLIM RIVER, PERAK"
"KG. BALUN, 35820, SLIM RIVER, PERAK"
"KAMPONG KELAWAR, 35900, TANJONG MALIM, PERAK"
"KG. ULU SLIM, 35800, SLIM RIVER, PERAK"
"KG. KUALA SLIM, 35800, SLIM RIVER, PERAK"
"JALAN KETOYONG, 35900, TANJONG MALIM, PERAK"
"BATU 8, BEHRANG ULU, 35950, BEHRANG STESEN, PERAK"
"KAMPUNG SLIM, 35800, SLIM RIVER, PERAK"
"JALAN KAMPUNG PAUH, 35950, BEHRANG STESEN, PERAK"
"FELDA SUNGAI BEHRANG, 35820, SLIM RIVER, PERAK"
"ULU SLIM, 35800, SLIM RIVER, PERAK"
"ULU SLIM, 35800, SLIM RIVER, PERAK"
"BANDAR PROTON, 35900, TANJONG MALIM, PERAK"
"JALAN WAWASAN MESRA, 35900, TANJONG MALIM, PERAK"
"FELDA TROLAK TIMUR, 35700, TROLAK, PERAK"
"FELDA GUNUNG BESOUT 5, 35600, SUNGKAI, PERAK"
"FELDA BESOUT 4, 35600, SUNGKAI, PERAK"
"KAMPONG TAPAK SEMENANG, MUKIM TELUK BHARU, 36000, TELUK INTAN, PERAK"
"KAMPUNG LADANG BARU, 36000, TELUK INTAN, PERAK"
"SUNGAI BETUL, JALAN RUNGKUP KECIL KE BAGAN DATOH, 36100, BAGAN DATOH, PERAK"
"BATU 9, 36400, HUTAN MELINTANG, PERAK"
"KM32 JALAN BAGAN DATOH, 36200, SELEKOH, PERAK"
"PARIT 7, KAMPUNG SUNGAI SUMUN, 36300, SUNGAI SUMUN, PERAK"
"SUNGAI PULAU, 36400, HUTAN MELINTANG, PERAK"
"PARIT 23  TANJONG BAYAN, 36400, HUTAN MELINTANG, PERAK"
"JALAN BESAR HUTAN MELINTANG, 36400, HUTAN MELINTANG, PERAK"
"JALAN BATU 16  SUNGAI DULANG, 36300, SUNGAI SUMUN, PERAK"
"KAMPUNG TANAH LALANG, 36100, BAGAN DATOH, PERAK"
"JALAN HAJI ABU BAKAR, 36300, SUNGAI SUMUN, PERAK"
"KG. TEBING REBAK, 36000, TELUK INTAN, PERAK"
"JALAN KG KOTA OFF JALAN SABAK BERNAM, 36400, HUTAN MELINTANG, PERAK"
"KG. SUNGAI KELI, 36400, HUTAN MELINTANG, PERAK"
"KAMPUNG SUNGAI SAMAK, 36400, HUTAN MELINTANG, PERAK"
"LADANG ULU BERNAM, 36500, ULU BERNAM, PERAK"
"KM 1, JALAN BAGAN DATOH, 36100, BAGAN DATOH, PERAK"
"KG SUNGAI NIPAH BAROH, 36100, BAGAN DATOH, PERAK"
"BT 26 JLN BGN DATOH BLKG SMA IRSYADIAH, 36100, BAGAN DATOH, PERAK"
"KAMPUNG PARIT 5, SUNGAI PERGAM, 36100, BAGAN DATOH, PERAK"
"JALAN BAGAN DATOH, 36100, BAGAN DATOH, PERAK"
"JALAN RUNGKUP, 36200, SELEKOH, PERAK"
"SIMPANG 4, JALAN RUNGKUP, 36200, SELEKOH, PERAK"
"KAMPUNG SUNGAI TIANG BAROH, JALAN SG TG BAROH, 36200, SELEKOH, PERAK"
"JALAN BARU SUNGAI TIANG, 36200, SELEKOH, PERAK"
"BATU 23, JALAN BAGAN DATOH, 36200, SELEKOH, PERAK"
"KG.SG.BATANG, 36200, SELEKOH, PERAK"
"KM 2 JLN SG HAJI MUHAMMAD, 36200, SELEKOH, PERAK"
"JALAN BAGAN DATOH, 36400, HUTAN MELINTANG, PERAK"
"JALAN HOSPITAL, 35000, TAPAH, PERAK"
"JALAN PAHANG, 35000, TAPAH, PERAK"
"JALAN PERSATUAN, 35500, BIDOR, PERAK"
"JALAN LIN CHEN MEI, 32000, SITIAWAN, PERAK"
"JALAN PEGAWAI, 32200, LUMUT, PERAK"
"JALAN BESAR, 32400, AYER TAWAR, PERAK"
"JALAN RAJA OMAR, 32000, SITIAWAN, PERAK"
"D/A SMK AHMAD BOESTAMAM, JALAN HAJI MOHD ALI, 32000, SITIAWAN, PERAK"
"JALAN RAJA OMAR, 32000, SITIAWAN, PERAK"
"JALAN PARIT BERUAS, 32700, BERUAS, PERAK"
"JALAN HOSPITAL, 30450, IPOH, PERAK"
"LEBUH CATOR, 30450, IPOH, PERAK"
"JALAN PASIR PUTEH, 31650, IPOH, PERAK"
"JALAN LAHAT, 30200, IPOH, PERAK"
"TAMAN CANNING, 31400, IPOH, PERAK"
"JLN KOMPLEKS ISLAM, 30000, IPOH, PERAK"
"LEBUH SUNGAI SENAM, TAMAN IPOH, 31400, IPOH, PERAK"
"JALAN CHUNG THYE PHIN, 30250, IPOH, PERAK"
"69, JALAN CHAMBERLAIN HULU, 30250, IPOH, PERAK"
"JALAN CHAMBERLAIN HULU, 30250, IPOH, PERAK"
"JALAN RAJA DIHILIR, 30350, IPOH, PERAK"
"JALAN ABDUL MANAP, 30100, IPOH, PERAK"
"TAMAN DR SEENIVASAGAM, 30300, IPOH, PERAK"
"JALAN PUSING, 31007, BATU GAJAH, PERAK"
"JALAN PUSING, 31000, BATU GAJAH, PERAK"
"JALAN LAHAT, 31550, PUSING, PERAK"
"JALAN BESAR, 31750, TERONOH, PERAK"
"JALAN TANJONG TUALANG, 31800, TANJONG TUALANG, PERAK"
"JALAN CHEMOR, 31250, TANJONG RAMBUTAN, PERAK"
"JALAN SEKOLAH, 34200, PARIT BUNTAR, PERAK"
"JALAN MATANG BULUH, 34300, BAGAN SERAI, PERAK"
"JALAN RAJA PEREMPUAN TAAYAH, 33007, KUALA KANGSAR, PERAK"
"JLN RAJA PEREMPUAN TAAYAH, 33007, KUALA KANGSAR, PERAK"
"JALAN BESAR, 31100, SUNGAI SIPUT(U), PERAK"
"JALAN PADANG TEMBAK, 36000, TELUK INTAN, PERAK"
"JALAN BANDAR, 36000, TELUK INTAN, PERAK"
"JALAN SUNGAI NIBONG, 36000, TELUK INTAN, PERAK"
"JALAN SUNGAI NIBONG, 36000, TELUK INTAN, PERAK"
"JALAN CHANGKAT JONG, 36000, TELUK INTAN, PERAK"
"JALAN STESEN, 34000, TAIPING, PERAK"
"JALAN LUMBA KUDA, 34000, TAIPING, PERAK"
"NO 2 JALAN MUZIUM HULU, 34000, TAIPING, PERAK"
"JALAN LUMBA KUDA, 34000, TAIPING, PERAK"
"JALAN LUMBA KUDA, 34000, TAIPING, PERAK"
"JALAN CONVENT, 34000, TAIPING, PERAK"
"JALAN PADANG, 34000, TAIPING, PERAK"
"JALAN KAMUNTING, 34600, KAMUNTING, PERAK"
"JALAN MENTERI, 34100, SELAMA, PERAK"
"JALAN BESAR BATU KURAU, 34500, BATU KURAU, PERAK"
"JALAN POKOK ASSAM, 34000, TAIPING, PERAK"
"JALAN HAJI MEOR YAHYA, 33300, GERIK, PERAK"
"KG SIRA, 33400, LENGGONG, PERAK"
"JALAN SIPUTEH, 32800, PARIT, PERAK"
"JALAN ILMU, KOPISAN BARU, 31600, GOPENG, PERAK"
"1, JALAN KUALA DIPANG, 31900, KAMPAR, PERAK"
"JALAN ISKANDAR, 31900, KAMPAR, PERAK"
"JALAN TANJONG TUALANG, 31700, MALIM NAWAR, PERAK"
"JALAN KELAB SUKAN, 35800, SLIM RIVER, PERAK"
"JALAN SLIM, 35900, TANJONG MALIM, PERAK"
"BATU 17, SUNGAI SUMUN, 36300, TELUK INTAN, PERAK"
"AIR KUNING, 31920, KAMPAR, PERAK"
"JALAN STESEN, 35350, TEMOH, PERAK"
"MAMBANG DI AWAN, 31920, KAMPAR, PERAK"
"NO.11, JALAN TEMOH, 35300, CHENDERIANG, PERAK"
"LOT 1255, JALAN BIDOR, 35000, TAPAH, PERAK"
"KAMPUNG BARU BUKIT PAGAR, 35000, TAPAH, PERAK"
"PEKAN GETAH, 35400, TAPAH ROAD, PERAK"
"JALAN CHANGKAT PETAI, 35400, TAPAH ROAD, PERAK"
"JALAN PAHANG, 35000, TAPAH, PERAK"
"BANIR, 35400, TAPAH ROAD, PERAK"
"JALAN SEKOLAH, 35500, BIDOR, PERAK"
"TAMAN BUKIT, 35500, BIDOR, PERAK"
"BIDOR STESEN, 35500, BIDOR, PERAK"
"KAMPONG COLDSTREAM, 35500, BIDOR, PERAK"
"PETI SURAT 16, PEJABAT POS BIDOR, 35500, BIDOR, PERAK"
"KAMPUNG BARU PEKAN PASIR, 35500, BIDOR, PERAK"
"KAMPUNG KUALA BIKAM, 35500, BIDOR, PERAK"
"SUNGKAI, 35600, SUNGKAI, PERAK"
"JALAN PASIR BOGAK, 32300, PANGKOR, PERAK"
"SUNGAI PINANG BESAR, 32300, PANGKOR, PERAK"
"LOT 9894, JALAN DESA MANJUNG 2, TAMAN DESA MANJUNG POINT, 32200, LUMUT, PERAK"
"KG. PUNDUT, 32200, LUMUT, PERAK"
"KAMPUNG SITIAWAN, 32000, SITIAWAN, PERAK"
"JALAN RAJA OMAR, 32000, SITIAWAN, PERAK"
"KG CINA, 32000, SITIAWAN, PERAK"
"KG. KOH, 32000, SITIAWAN, PERAK"
"JLN LEKIR, KG KOH, 32000, SITIAWAN, PERAK"
"SIMPANG DUA, 32010, SITIAWAN, PERAK"
"PEKAN GURNEY, 32010, SITIAWAN, PERAK"
"SIMPANG  LIMA, 32010, SITIAWAN, PERAK"
"KG. BAHARU(L), 32400, AYER TAWAR, PERAK"
"JALAN AYER TAWAR, 32400, AYER TAWAR, PERAK"
"JLN SEKOLAH, 32400, AYER TAWAR, PERAK"
"KAMPUNG JERING, 32400, AYER TAWAR, PERAK"
"KG RAJA HITAM, 32400, AYER TAWAR, PERAK"
"JALAN PANTAI REMIS, 32400, AYER TAWAR, PERAK"
"CHANGKAT KRUING, 32500, CHANGKAT KRUING, PERAK"
"SUNGAI BATU, 34900, PANTAI REMIS, PERAK"
"SEGARI, 32200, LUMUT, PERAK"
"PANTAI REMIS, 34900, PANTAI REMIS, PERAK"
"JALAN BERUAS TAIPING, 32700, BERUAS, PERAK"
"JALAN BAGAN PANCHOR, 34900, PANTAI REMIS, PERAK"
"195, JALAN SULTAN ISKANDAR, 30000, IPOH, PERAK"
"87, PEOPLE'S PARK, 30000, IPOH, PERAK"
"NO.22, JALAN GEREJA, 30300, IPOH, PERAK"
"JALAN CHUNG THYE PHIN, 30250, IPOH, PERAK"
"TAMAN  PERTAMA, 30100, IPOH, PERAK"
"PT21071, BANDAR BARU SRI KLEBANG, JALAN KUALA KANGSAR, 31200, CHEMOR, PERAK"
"JALAN SPOONER FALIM, 30200, IPOH, PERAK"
"129, JALAN TREACHER (S), 30000, IPOH, PERAK"
"JALAN SHAH BANDAR, 31650, IPOH, PERAK"
"JALAN PADANG, 31650, IPOH, PERAK"
"JLN SEKOLAH, 31650, IPOH, PERAK"
"JALAN SEKOLAH, KG. BARU BUNTONG, 30100, IPOH, PERAK"
"NO 1 JLN  LEE LOY SENG  MENGLEMBU, 31450, MENGLEMBU, PERAK"
"TAMAN RASI JAYA, 31450, MENGLEMBU, PERAK"
"LEBUH 2, SIMEE, 31400, IPOH, PERAK"
"LORONG 8, BERCHAM, 31400, IPOH, PERAK"
"AMPANG BARU, 31350, IPOH, PERAK"
"JALAN AMPANG, TAMBUN, 31400, IPOH, PERAK"
"7, JALAN MAJLIS, 31250, TANJONG RAMBUTAN, PERAK"
"CHANGKAT KINDING, 31250, TANJONG RAMBUTAN, PERAK"
"JALAN ST MICHAEL KG TAWAS, 30010, IPOH, PERAK"
"LORONG TAWAS 29, KAMPUNG TAWAS, 30010, IPOH, PERAK"
"JALAN NANGKA, 31200, CHEMOR, PERAK"
"KAMPUNG BARU KUALA KUANG, 31200, CHEMOR, PERAK"
"TANAH HITAM, 31200, CHEMOR, PERAK"
"KANTHAN BARU, 31200, CHEMOR, PERAK"
"JALAN SEKOLAH, JELAPANG, 30020, IPOH, PERAK"
"BUKIT MERAH, 31500, LAHAT, PERAK"
"LAHAT, 31500, LAHAT, PERAK"
"JALAN BESAR PAPAN, 31550, PUSING, PERAK"
"JALAN PANCHOR, 31550, PUSING, PERAK"
"GUNUNG HIJAU, 31550, PUSING, PERAK"
"JALAN PARIT, 31560, SIPUTEH, PERAK"
"LORONG BOTA, 31750, TRONOH, PERAK"
"KAMPUNG BALI, 31750, TRONOH, PERAK"
"JALAN SEKOLAH, 31750, TRONOH, PERAK"
"NO.8, JALAN KELAB, 31000, BATU GAJAH, PERAK"
"KG BARU BEMBAN, 31000, BATU GAJAH, PERAK"
"CHENDRONG, 31000, BATU GAJAH, PERAK"
"JALAN BATU GAJAH, 31800, TANJUNG TUALANG, PERAK"
"JALAN PASAR BARU, SUNGAI DURIAN, 31800, TANJONG TUALANG, PERAK"
"JALAN PASAR KAMPUNG TIMAH, 31800, TANJONG TUALANG, PERAK"
"PERSIARAN GUNUNG RAPAT 6, 31350, IPOH, PERAK"
"SIMPANG PULAI, KG KEPAYANG, 31300, KG KEPAYANG, PERAK"
"BANDAR SERI BOTANI, 31350, IPOH, PERAK"
"JALAN ABD RAOF, 34200, PARIT BUNTAR, PERAK"
"TITI SERONG, 34200, PARIT BUNTAR, PERAK"
"JALAN BESAR TANJONG PIANDANG, 34250, TANJONG PIANDANG, PERAK"
"JALAN BAHRU, 34200, PARIT BUNTAR, PERAK"
"JALAN PANTAI, 34350, KUALA KURAU, PERAK"
"KUALA GULA, 34350, KUALA KURAU, PERAK"
"SIMPANG EMPAT, 34400, SEMANGGOL, PERAK"
"PETI SURAT 67, 34300, BAGAN SERAI, PERAK"
"JALAN SELAMA, 34300, BAGAN SERAI, PERAK"
"KAMPONG LIANG SENG, 34350, KUALA KURAU, PERAK"
"SAUK, 33500, KUALA KANGSAR, PERAK"
"LIMAN KATI, 33020, KUALA KANGSAR, PERAK"
"KATI, 33020, KUALA KANGSAR, PERAK"
"JALAN BESAR, PADANG RENGAS, 33700, KUALA KANGSAR, PERAK"
"JALAN KANGSAR, 33000, KUALA KANGSAR, PERAK"
"KAMPUNG BARU JERLUN, 33000, KUALA KANGSAR, PERAK"
"JALAN BESAR MANONG, 33800, MANONG, PERAK"
"NO.70,DEPAN BALAI POLIS, 33600, ENGGOR, PERAK"
"SALAK BAHRU, 31050, SALAK UTARA, PERAK"
"PEKAN SALAK UTARA, 31050, SALAK UTARA, PERAK"
"KG.BARU SG.BULOH, 31100, SUNGAI SIPUT (U), PERAK"
"BELAKANG PEKAN, 31100, SUNGAI SIPUT (U), PERAK"
"KAMPUNG BARU SIMPANG JALONG, 31100, SG. SIPUT (U), PERAK"
"LOT 3926  KAMPUNG LINTANG, 31110, SUNGAI SIPUT (U), PERAK"
"LASAH, 31110, SUNGAI SIPUT (U), PERAK"
"KAMPUNG RIMBA PANJANG, 31100, SUNGAI SIPUT (U), PERAK"
"LOT 4987 JALAN CHUI CHAK, 36700, LANGKAP, PERAK"
"KAMPUNG PELAWAN, 36700, LANGKAP, PERAK"
"JALAN BIDOR, 36020, TELUK INTAN, PERAK"
"JALAN SUNGAI, 36700, LANGKAP, PERAK"
"JALAN PUTRA, 36000, TELUK INTAN, PERAK"
"JALAN PUTRA, 36000, TELUK INTAN, PERAK"
"NO: 247 JALAN PASIR BEDAMAR, 36000, TELUK INTAN, PERAK"
"1997 JALAN PADANG TEMBAK, 36000, TELUK INTAN, PERAK"
"KAMPUNG SUNGAI SULI, 36008, TELUK INTAN, PERAK"
"JALAN IZUDDIN SHAH, 34000, TAIPING, PERAK"
"LOT 16747, JALAN PERTAMA 15, TAMAN PERTAMA, 34000, TAIPING, PERAK"
"JLN. CEMPEDAK , KG. JAMBU, 34000, TAIPING, PERAK"
"JALAN POKOK ASSAM, 34000, TAIPING, PERAK"
"LORONG 42, KAMPUNG BARU AULONG, 34000, TAIPING, PERAK"
"JALAN KAMUNTING LAMA  LORONG KAMUNTING, 34600, KAMUNTING, PERAK"
"KAMPUNG SIMPANG MAKMUR, 34700, SIMPANG, PERAK"
"JALAN BESAR, 34500, BATU KURAU, PERAK"
"JALAN BESAR, JELAI, 34520, BATU KURAU, PERAK"
"JALAN CINA, 34750, MATANG, PERAK"
"JALAN TRUMP, 34650, KUALA SEPETANG, PERAK"
"KUALA SANGGA, 34650, KUALA SEPETANG, PERAK"
"JALAN KUALA KANGSAR, 34850, CHANGKAT JERING, PERAK"
"JALAN BESAR, 34800, TRONG, PERAK"
"AIR TERJUN, 34800, TRONG, PERAK"
"KAMPUNG SUNGAI ROTAN, 34800, TRONG, PERAK"
"SUNGAI KERANG, 34800, TRONG, PERAK"
"TEMERLOH, 34800, TRONG, PERAK"
"PASIR HITAM, 34000, TAIPING, PERAK"
"109 JALAN BESAR, 34100, SELAMA, PERAK"
"RANTAU PANJANG, 34140, RANTAU PANJANG, PERAK"
"IJOK, 34510, BATU KURAU, PERAK"
"LORONG 2 SUNGAI TERAP, 34100, SELAMA, PERAK"
"JALAN TASEK, 33100, PENGKALAN HULU, PERAK"
"KLIAN INTAN, 33200, PENGKALAN HULU, PERAK"
"KG. BAHARU BATU DUA, 33300, GERIK, PERAK"
"KAMPONG BARU KUALA RUI, 33300, GERIK, PERAK"
"JALAN SEKOLAH CINA, 33300, GERIK, PERAK"
"KG. BARU AYER KALA, 33420, LENGGONG, PERAK"
"KG SELAT PAGAR, 33420, LENGGONG, PERAK"
"KG BARU PADANG GRUS, 33420, LENGGONG, PERAK"
"LORONG PEJABAT PELADANG, 33400, LENGGONG, PERAK"
"KOTA TAMPAN, 33400, LENGGONG, PERAK"
"TASEK RABAN, 33400, LENGGONG, PERAK"
"JALAN BELANJA, 32800, PARIT, PERAK"
"JALAN SEKOLAH, KOPISAN BARU, 31600, GOPENG, PERAK"
"JALAN TASIK, 31600, GOPENG, PERAK"
"JALAN 4, LAWAN KUDA BARU, 31600, GOPENG, PERAK"
"KG.BARU JERAM, 31850, JERAM, PERAK"
"JALAN BESAR MALIM NAWAR, 31700, MALIM NAWAR, PERAK"
"SUNGAI SIPUT SELATAN, 31900, KAMPAR, PERAK"
"NO 9 JLN  DIPANG, 31907, KAMPAR, PERAK"
"JALAN BELIDA, MAMBANG DI AWAN, 31950, KAMPAR, PERAK"
"TRONOH MINES, 31910, KAMPAR, PERAK"
"JALAN AMPANG, 31907, KAMPAR, PERAK"
"JALAN BHARU, 31907, KAMPAR, PERAK"
"JALAN TENGAS, MAMBANG DIAWAN, 31950, KAMPAR, PERAK"
"KAMPUNG BARU, SLIM VILLAGE, 35800, SLIM RIVER, PERAK"
"BEHRANG STESEN, 35950, BEHRANG STESEN, PERAK"
"PEKAN SLIM RIVER, 35800, SLIM RIVER, PERAK"
"BEHRANG ULU, 35910, TANJONG MALIM, PERAK"
"121-122, JLN KETOYONG, 35900, TANJONG MALIM, PERAK"
"BATU 10, JENDARATA, 36400, HUTAN MELINTANG, PERAK"
"BATU 13, 36400, HUTAN MELINTANG, PERAK"
"PARIT 7, 36300, SUNGAI SUMUN, PERAK"
"JALAN TEPI SUNGAI, 36400, HUTAN MELINTANG, PERAK"
"SUNGAI TIANG, 36200, SELEKOH, PERAK"
"SUNGAI BURUNG, 36100, BAGAN DATOH, PERAK"
"BATU 23, 36200, SELEKOH, PERAK"
"JALAN PASAR, BAGAN DATOH, 36100, BAGAN DATOH, PERAK"
"SUNGAI BELUKANG, 36200, SELEKOH, PERAK"
"BATU 24, SIMPANG 3, JALAN BAGAN DATOH, 36100, BAGAN DATOH, PERAK"
"JALAN BARU BAGAN PASIR LAUT, 36200, SELEKOH, PERAK"
"JALAN DATO'  PONNUSAMY PILLAI, 35000, TAPAH, PERAK"
"TAPAH ROAD, 35400, TAPAH ROAD, PERAK"
"JALAN SUNGKAI, 35500, BIDOR, PERAK"
"JALAN PASAR, 35300, CHENDERIANG, PERAK"
"PEKAN SUNGKAI, 35600, SUNGKAI, PERAK"
"LADANG TONG WAH, 35000, TAPAH, PERAK"
"LADANG BIDOR TAHAN, 35500, BIDOR, PERAK"
"PETI SURAT N0.17, 35600, SUNGKAI, PERAK"
"LOT 4857, LADANG SUNGAI KRUIT, 35600, SUNGKAI, PERAK"
"LADANG SUNGKAI, 35600, SUNGKAI, PERAK"
"LADANG KELAPA BALI, 35800, SLIM RIVER, PERAK"
"BATU 4, JALAN TELUK INTAN, 35500, BIDOR, PERAK"
"KAMPUNG SELAMAT, 32000, SITIAWAN, PERAK"
"JALAN PANGKOR, 32300, PANGKOR, PERAK"
"PENGKALAN BARU, 34900, PANTAI REMIS, PERAK"
"LADANG HUNTLY, 34900, PANTAI REMIS, PERAK"
"LADANG SOGOMANA, 32500, CHANGKAT KRUING, PERAK"
"LADANG AYER TAWAR, 32400, AYER TAWAR, PERAK"
"JALAN LADANG ULU AYER TAWAR, 32400, AYER TAWAR, PERAK"
"LADANG CASHWOOD, 32400, AYER TAWAR, PERAK"
"JALAN KAMPUNG COLUMBIA, 32400, AYER TAWAR, PERAK"
"LADANG WALBROOK, 32000, SITIAWAN, PERAK"
"JALAN BERUAS, 32000, SITIAWAN, PERAK"
"KOMPLEKS SEKOLAH WAWASAN MANJUNG, 32200, LUMUT, PERAK"
"KAMPUNG KAYAN, 32030, SITIAWAN, PERAK"
"JALAN BESAR AYER TAWAR, 32400, AYER TAWAR, PERAK"
"JALAN BERUAS, 32700, BERUAS, PERAK"
"JALAN STESYEN, 31250, TANJONG RAMBUTAN, PERAK"
"JALAN SUNGAI PARI, 30200, IPOH, PERAK"
"NO 45B, JALAN SILIBIN, 30100, IPOH, PERAK"
"JALAN TUN ABDUL RAZAK, 30100, IPOH, PERAK"
"JALAN MADRAS, BUNTONG, 30100, IPOH, PERAK"
"JLN LAHAT, 30200, IPOH, PERAK"
"KAMPUNG SIMEE, 31400, IPOH, PERAK"
"MAIN ROAD, GUNUNG RAPAT, 31350, IPOH, PERAK"
"JALAN TRANCHELL, 31450, MENGLEMBU, PERAK"
"JALAN CHANGKAT, 31000, BATU GAJAH, PERAK"
"JALAN BOTA, 31750, TRONOH, PERAK"
"LADANG CHEMOR, 31200, CHEMOR, PERAK"
"LADANG CHANGKAT KINDING, 31250, TANJUNG RAMBUTAN, PERAK"
"JALAN KUALA KANGSAR, IPOH, 31200, CHEMOR, PERAK"
"HALA CHEPOR 16, TAMAN CHEPOR RAYA, 31200, CHEMOR, PERAK"
"JALAN TANJUNG TUALANG, 31007, BATU GAJAH, PERAK"
"LAHAT, 31500, LAHAT, PERAK"
"SIMPANG AMPAT, 34400, SEMANGGOL, PERAK"
"BATU 8 JALAN KERIAN, 34400, SEMANGGOL, PERAK"
"JKR 410 JLN RAJA BASHAH, KUALA KURAU, 34350, KUALA KURAU, PERAK"
"JALAN TERUSAN, SIMPANG LIMA, 34200, PARIT BUNTAR, PERAK"
"BAGAN SERAI, 34300, BAGAN SERAI, PERAK"
"KOMPLEKS SEKOLAH WAWASAN, PEKAN BARU, 34200, PARIT BUNTAR, PERAK"
"LADANG SG BOGAK, 34300, BAGAN SERAI, PERAK"
"LADANG GULA, 34350, KUALA KURAU, PERAK"
"LADANG CHERSONESE, 34350, KUALA KURAU, PERAK"
"LADANG JIN SENG, BATU 4, JLN SIAKAP, 34350, KUALA KURAU, PERAK"
"LADANG SOON LEE, 34300, BAGAN SERAI, PERAK"
"MATANG PASIR, ALOR PONGSU, 34300, BAGAN SERAI, PERAK"
"LADANG KALUMPONG, 34300, BAGAN SERAI, PERAK"
"LADANG GEDONG SUNGAI GEDONG, 34300, BAGAN  SERAI, PERAK"
"14 JALAN DATO SAGOR, 33000, KUALA KANGSAR, PERAK"
"JALAN BESAR KUALA KANGSAR, 31100, SUNGAI SIPUT (U), PERAK"
"LADANG SUNGAI BIONG, 33500, SAUK, PERAK"
"LADANG KATI, 33500, SAUK, PERAK"
"PADANG RENGAS, 33700, PADANG RENGAS, PERAK"
"PADANG RENGAS, 33700, PADANG RENGAS, PERAK"
"JALAN BESAR ENGGOR, 33600, KUALA KANGSAR, PERAK"
"JALAN BESAR IPOH, 31050, SALAK  UTARA, PERAK"
"LADANG SUNGAI SIPUT, 31100, SUNGAI SIPUT (U), PERAK"
"LADANG ELPHIL, 31100, SUNGAI SIPUT (U), PERAK"
"LADANG SUNGAI REYLA, 31100, SUNGAI SIPUT (U), PERAK"
"LADANG DOVENBY, 31100, SUNGAI SIPUT (U), PERAK"
"JALAN AH CHEONG, 36000, TELUK INTAN, PERAK"
"1132, JALAN JAWA, 36000, TELUK INTAN, PERAK"
"JALAN CHANGKAT JONG, 36000, TELUK INTAN, PERAK"
"BATU 6,KAMPUNG GLOUSTER, JALAN CHANGKAT JONG, 36000, TELUK INTAN, PERAK"
"JALAN KAMPAR TELUK INTAN, 36000, TELUK INTAN, PERAK"
"BATU 14, JALAN BIDOR, 36020, TELUK INTAN, PERAK"
"PETI SURAT 45, 36000, TELUK INTAN, PERAK"
"LADANG SABRANG, 36009, TELUK INTAN, PERAK"
"LDG.BATAK RABIT,KM 1 JLN.KG.BANJAR, 36000, TELUK INTAN, PERAK"
"BATU 5, JALAN MAHARAJA LELA, 36009, TELUK INTAN, PERAK"
"BATU 7 JLN HUTAN MELINTANG, 36009, TELUK INTAN, PERAK"
"LADANG RUBANA, 36009, TELUK INTAN, PERAK"
"JALAN EXPO, 34600, KAMUNTING, PERAK"
"JALAN STESEN HULU, 34000, TAIPING, PERAK"
"JALAN LONG JAAFAR, 34000, TAIPING, PERAK"
"TAIPING, 34010, TAIPING, PERAK"
"JLN SIR CHULAN, 34100, SELAMA, PERAK"
"JALAN PONDOKLAND, 34010, TAIPING, PERAK"
"LADANG HOLYROOD, 34100, SELAMA, PERAK"
"JALAN TAIPING SELAMA, 34100, SELAMA, PERAK"
"JALAN LADANG SIN WAH, 34600, KAMUNTING, PERAK"
"MATANG, 34750, TAIPING, PERAK"
"LADANG MATANG, 34750, MATANG, PERAK"
"KAMPUNG JEBONG LAMA, 34700, SIMPANG, PERAK"
"KAMPONG BARU BATU MATANG, 34750, MATANG, PERAK"
"BATU 14, JALAN BRUAS, 34800, TRONG, PERAK"
"BATU 20, 34800, TRONG, PERAK"
"LADANG TEMERLOH, 34800, TRONG, PERAK"
"BATU KURAU, 34510, BATU KURAU, PERAK"
"JALAN BETONG, 33100, PENGKALAN HULU, PERAK"
"JALAN SULTAN ISKANDAR, 33300, GERIK, PERAK"
"TAMAN KOTA TAMPAN, 33400, LENGGONG, PERAK"
"JALAN TAMAN SRI ARA, 32800, PARIT, PERAK"
"LADANG SERAPOH, 32810, PARIT, PERAK"
"LADANG BULUH AKAR, 32810, PARIT, PERAK"
"JALAN KAMPAR, 31600, GOPENG, PERAK"
"LADANG KOTA BAHROE, 31600, GOPENG, PERAK"
"MAMBANG DIAWAN, 31950, MAMBANG DIAWAN, PERAK"
"JALAN ISKANDAR, 31900, KAMPAR, PERAK"
"LADANG KAMPAR, 31900, KAMPAR, PERAK"
"MALIM NAWAR, 31700, MALIM NAWAR, PERAK"
