mukim,state_id,district,state,postcode,locality
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN CYSTAL
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA 1 - 4
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA CAHAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA DAMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA IMPIAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA NAGA MAS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN DESA PALMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN ENG SENG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GASING
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GEMILANG INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GEMILANG JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GEMILANG RIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GEMILANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN GUAR PERAHU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN HUMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN HWA SENG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IKS BUKIT TENGAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN ALMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN MURNI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN RIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN IMPIAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN INDUSTRI CHERUK TOKUN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JAMBU MADU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JAMBU MAWAR
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JAMBU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JASA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN JERNIH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KEENWAY
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KEKWA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KERJASAMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KIJANG INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KIJANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KOTA PERMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN KRISTAL
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN LIMAU MANIS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MACANG MANIS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MAJU JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MAKMUR
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MAKOK
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MANGGIS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MANIS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MEGA JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MERAK
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MUHIBBAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MUTIARA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN MUTIARA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN NAGAMAS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN NIRWANA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PADANG LALLANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PANGKALAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PEARL
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PELANDOK
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PENGKALAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PEPADUAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERMAI JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERMATA BARU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERMATA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERMATA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERNIAGAAN SRI RAMBAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PERPADUAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PINGGIRAN ALMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN PINGGIRAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN POON SOON
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN RAMBAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN REMIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN RIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN RIANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN ROZHAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SAUJANA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,"TAMAN SAUJANA PERMAI (2, 4, 6, 8)"
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SAUJANA PERMAI INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SAUJANA PERMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SAUJANA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJAHTERA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJAHTERA JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJAHTERA PERMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJAHTERA RIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJAHTERA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEJATI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SELAMAT
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SELASIH JALAN 1
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SELERA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SELESA RIA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SELESA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEMANGAT
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEMARAK
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SENTOSA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SEPAKAT
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI BUKIT INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI IMPIAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI JANGGUS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI KIJANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI NILAM
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI PELANGI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI PERMATA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI PINANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI RAMBAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERI SEJAHTERA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERUMPUN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SERUMPUN/JALAN SELASIH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SHAIKH ADAM
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI BINJAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI BUKIT INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI MAJU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI PELANGI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI PERMAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI PINANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SRI SEJAHTERA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SUNGAI RAMBAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SUNYI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SURIA AMAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN SURIA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TAMPOI INDAH (7 - 8)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TAMPOI INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TAMPOI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TAN SAI GIN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TANAH AMAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TEMBIKAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TENANG
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN TENTERAM
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN USAHA NIAGA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TAMAN WONG POW NEE
,,BUKIT MERTAJAM,PULAU PINANG,14000,TANAH AMAN
,,BUKIT MERTAJAM,PULAU PINANG,14000,TANAH LIAT MK.8
,,BUKIT MERTAJAM,PULAU PINANG,14000,TANAH LIAT MK.9
,,BUKIT MERTAJAM,PULAU PINANG,14000,TANAH LIAT
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT BELIMBING (1 - 2)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT BERAPIT
,,BUKIT MERTAJAM,PULAU PINANG,14000,"TINGKAT BETIK (2, 4, 6,)"
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT BINJAI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT BUKIT MINYAK (1 - 5)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT BUKIT MINYAK
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT CIKU (1 - 5)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT CIKU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT DAMAI (1 -7)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT GASING
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT HARMONI 1
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT HARMONI
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT IMPIAN INDAH (1 - 3)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT INDAH (1 - 2)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT JANGGUS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT KANCIL (1 - 2)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT KANCIL
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT KEKWA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT KERJASAMA 4
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT KERJASAMA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT MAJU JAYA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT MAJU
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT MANGGIS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT MERTAJAM
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT MUHIBBAH (1 - 7)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT NANGKA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT NENAS
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT PERPADUAN 2
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT PERUSAHAAN UTAMA (1 - 2)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT RUSA (1 - 7)
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT SENTOSA
,,BUKIT MERTAJAM,PULAU PINANG,14000,TINGKAT SEPAKAT 2
,,BUKIT MERTAJAM,PULAU PINANG,14000,"TINGKAT TEMBIKAI (2, 4)"
,,BUKIT MERTAJAM,PULAU PINANG,14000,"TINGKAT TENANG (2, 4)"
,,BUKIT MERTAJAM,PULAU PINANG,14007,BUKIT MERTAJAM - PETI SURAT
,,BUKIT MERTAJAM,PULAU PINANG,14009,BUKIT MERTAJAM - BEG BERKUNCI
,,BUKIT MERTAJAM,PULAU PINANG,14020,BUKIT MINYAK
,,BUKIT MERTAJAM,PULAU PINANG,14020,BUKIT SEBELAH
,,BUKIT MERTAJAM,PULAU PINANG,14020,BUKIT THE
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN GAJAH MATI
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN JAMBU (1 - 7)
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN KULIM
,,BUKIT MERTAJAM,PULAU PINANG,14020,"JALAN MACHANG BUBOK (3, 4)"
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN MACHANG BUBOK
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN MACHANG MANIS
,,BUKIT MERTAJAM,PULAU PINANG,14020,JALAN TENGAH MACHANG BUBOK
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG BARU ALMA
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG BERANGAN SEMBILAN
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG BERANGAN
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG BUKIT TEH
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG KOVIL
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG NYIOR BUKIT TEH
,,BUKIT MERTAJAM,PULAU PINANG,14020,KAMPUNG SUNGAI LEMBU
,,BUKIT MERTAJAM,PULAU PINANG,14020,KEBUN SIREH
,,BUKIT MERTAJAM,PULAU PINANG,14020,KEM MACHANG BUBOK
,,BUKIT MERTAJAM,PULAU PINANG,14020,LORONG JAMBU 1
,,BUKIT MERTAJAM,PULAU PINANG,14020,LORONG MACHANG BUBOK (1 - 52)
,,BUKIT MERTAJAM,PULAU PINANG,14020,LORONG MACHANG MANIS (2 - 10)
,,BUKIT MERTAJAM,PULAU PINANG,14020,"LORONG SERI REMIA (1, 2, 3 & 9)"
,,BUKIT MERTAJAM,PULAU PINANG,14020,LORONG USAHANIAGA
,,BUKIT MERTAJAM,PULAU PINANG,14020,MACHANG BUBOK
,,BUKIT MERTAJAM,PULAU PINANG,14020,PADANG LALANG
,,BUKIT MERTAJAM,PULAU PINANG,14020,PAGAR TERAS
,,BUKIT MERTAJAM,PULAU PINANG,14020,SOLOK TEMBIKAI
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN BERJAYA INDAH
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN BIDARA
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN INDUSTRI
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN JAMBU
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN KUARI
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN MACANG BUBUK
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN MACHANG BUBUK
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN MACHANG MANIS
,,BUKIT MERTAJAM,PULAU PINANG,14020,TAMAN SRI REMIA
,,SIMPANG AMPAT,PULAU PINANG,14100,ASAS JAYA
,,SIMPANG AMPAT,PULAU PINANG,14100,ASAS PARADE
,,SIMPANG AMPAT,PULAU PINANG,14100,BAGAN BUKIT TAMBUN
,,SIMPANG AMPAT,PULAU PINANG,14100,BAGAN NYIOR
,,SIMPANG AMPAT,PULAU PINANG,14100,BANDAR CASSIA BATU KAWAN
,,SIMPANG AMPAT,PULAU PINANG,14100,BANDAR TASEK MUTIARA
,,SIMPANG AMPAT,PULAU PINANG,14100,BUKIT KECIL JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,BUKIT KECIL UJONG
,,SIMPANG AMPAT,PULAU PINANG,14100,BUKIT NYIOR JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,BUKIT TAMBUN
,,SIMPANG AMPAT,PULAU PINANG,14100,DATARAN SERI IMPIAN
,,SIMPANG AMPAT,PULAU PINANG,14100,DESA CEMPAKA
,,SIMPANG AMPAT,PULAU PINANG,14100,DESA JURU INDAH
,,SIMPANG AMPAT,PULAU PINANG,14100,DESA TANJUNG
,,SIMPANG AMPAT,PULAU PINANG,14100,HALA PERWIRA
,,SIMPANG AMPAT,PULAU PINANG,14100,IKS BUKIT MINYAK
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN 6 BERSEBELAHAN TAMAN JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN ASAS MURNI 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN ASAS MURNI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BARU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BATU KAWAN 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BATU KAWAN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BELIBIS
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR BUKIT TAMBUN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR KAMPUNG JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR PERMATANG TINGGI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR SIMPANG AMPAT
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR TAMAN MARKISAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR TEMPUA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BESAR TIONG MAS
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BUKIT MINYAK 2
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BUKIT MINYAK UTAMA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BUKIT TAMBUN JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BUKIT TAMBUN PANTHAU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN BUKIT TAMBUN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN CALLISSIA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN CEGAR 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN CEGAR
,,SIMPANG AMPAT,PULAU PINANG,14100,"JALAN CEMPAKA (2, 3)"
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN CENDANA PERMAI 2
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN DEDAUN (1 - 2)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN DELIMA (1 - 2)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN DELIMA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN DESA JURU 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN DESA JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,"JALAN DUKU (5, 7, 9, 11)"
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN ENGGANG INDAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN GEREJA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN IKS JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN IDAMAN (1 - 4)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN IDAMAN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN INDUSTRI RINGAN JURU 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN INDUSTRI TEGUH (1 - 3)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN JENTAYU (6 - 10)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN JENTAYU INDAH 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN JENTAYU INDAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN JURU ESTET
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KAMPUNG JURU (1 - 15)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KASAWARI (1 - 4)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KASAWARI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KEBUN BARU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KENDI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KRUING
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN KUALA JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN LADANG JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN LIM CHENG CHUAN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MARKISAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MENGKUDU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MERAK (1 - 5)
,,SIMPANG AMPAT,PULAU PINANG,14100,"JALAN MERAK JAYA (2, 5)"
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MERAK
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MOHD SAAD OSMAN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MURAI JAYA (1 - 2)
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN MURAI JAYA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN NURI INDAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN NURI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PAHBOI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PASAR PERMATANG TINGGI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERMATANG TINGGI
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERSEKUTUAN BUKIT MINYAK
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERSEKUTUAN SIMPANG AMPAT
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERSEKUTUAN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERUSAHAAN RINGAN 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PERWIRA
,,SIMPANG AMPAT,PULAU PINANG,14100,"JALAN PINANG (1, 3)"
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN PINANG
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SEKOLAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SENTUL (1 - 5)
,,SIMPANG AMPAT,PULAU PINANG,14100,"JALAN SERI CENDANA (2, 4)"
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SIMPAH
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SIMPANG AMPAT
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SUKUN
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SUNGAI BAKAP
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN SUNGAI JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TAMAN PALA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TAMBUN INDAH 1
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TAMBUN JAYA
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TAMIL
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TANJUNG 3
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TASEK
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TIONG MAS
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN TOK KANGAR
,,SIMPANG AMPAT,PULAU PINANG,14100,JALAN USAHAJAYA
,,SIMPANG AMPAT,PULAU PINANG,14100,JAWI SEMPIT
,,SIMPANG AMPAT,PULAU PINANG,14100,JUNJONG MATI
,,SIMPANG AMPAT,PULAU PINANG,14100,JURU ESTATE
,,SIMPANG AMPAT,PULAU PINANG,14100,JURU JAYA
,,SIMPANG AMPAT,PULAU PINANG,14100,JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG AH CHOOI
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG BARU SIMPANG AMPAT
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG BUKIT MINYAK
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG JURU
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG KEPALA BUKIT
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG KEPALA GAJAH
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG KETUPAT BUKIT TAMBUN
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG LAPAN (KAMPUNG INDRA TIMBALAN)
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG MANGGIS
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG MASJID BATU KAWAN
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG MELAYU
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG NENAS PERMATANG TINGGI
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG NENAS
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG PADANG LALANG
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG PAYA MAHANG
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG PENGKALAN BATU KAWAN
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG PERMATANG TOK SUBUH
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG RAMBUTAN
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG SEKOLAH 1
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG SEKOLAH 2
,,SIMPANG AMPAT,PULAU PINANG,14100,KAMPUNG SIMPANG AMPAT
